"zip","name","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"44133","NORTH ROYALTON, OH","G",6122,"G",68443,"G",321854,754,"NORTH ROYALTON","OH","CUYAHOGA"
"44134","CLEVELAND, OH","G",6730,"G",54041,"G",236398,590,"CLEVELAND","OH","CUYAHOGA"
"44135","CLEVELAND, OH","G",16193,"G",233729,"G",937455,585,"CLEVELAND","OH","CUYAHOGA"
"44136","STRONGSVILLE, OH","G",14100,"G",156476,"G",631338,907,"STRONGSVILLE","OH","CUYAHOGA"
"44137","MAPLE HEIGHTS, OH","G",3693,"G",35739,"G",151759,320,"MAPLE HEIGHTS","OH","CUYAHOGA"
"44138","OLMSTED FALLS, OH","G",2663,"G",36393,"G",142892,276,"OLMSTED FALLS","OH","CUYAHOGA"
"44139","SOLON, OH","G",30236,"G",520362,"G",2037991,1119,"SOLON","OH","CUYAHOGA"
"44140","BAY VILLAGE, OH","G",1316,"G",11847,"G",58362,260,"BAY VILLAGE","OH","CUYAHOGA"
"44141","BRECKSVILLE, OH","G",7399,"G",157647,"G",543796,456,"BRECKSVILLE","OH","CUYAHOGA"
"44142","BROOKPARK, OH","G",8626,"H",143656,"H",566910,362,"BROOKPARK","OH","CUYAHOGA"
"44143","CLEVELAND, OH","H",20283,"H",438072,"H",1777205,692,"CLEVELAND","OH","CUYAHOGA"
"44144","CLEVELAND, OH","G",9171,"G",187007,"G",564933,347,"CLEVELAND","OH","CUYAHOGA"
"44145","WESTLAKE, OH","G",40209,"G",567237,"G",2329040,1590,"WESTLAKE","OH","CUYAHOGA"
"44146","BEDFORD, OH","G",19125,"G",273381,"G",1149190,951,"BEDFORD","OH","CUYAHOGA"
"44147","BROADVIEW HEIGHTS, OH","G",5445,"G",87623,"G",346290,519,"BROADVIEW HEIGHTS","OH","CUYAHOGA"
"44149","STRONGSVILLE, OH","G",7184,"G",107008,"G",427969,406,"STRONGSVILLE","OH","CUYAHOGA"
"44181","CLEVELAND, OH","J",4,"J",128,"J",498,3,"CLEVELAND","OH","CUYAHOGA"
"44195","CLEVELAND, OH","J",28106,"J",646247,"J",2814268,29,"CLEVELAND","OH","CUYAHOGA"
"44199","CLEVELAND, OH","J",85,"J",1165,"J",4358,11,"CLEVELAND","OH","CUYAHOGA"
"44201","ATWATER, OH","H",209,"G",1467,"G",8015,65,"ATWATER","OH","PORTAGE"
"44202","AURORA, OH","G",9082,"G",116278,"G",523632,517,"AURORA","OH","PORTAGE"
"44203","BARBERTON, OH","G",12840,"H",160118,"H",660509,729,"BARBERTON","OH","SUMMIT"
"44210","BATH, OH","G",501,"G",4211,"G",17811,35,"BATH","OH","SUMMIT"
"44212","BRUNSWICK, OH","G",9032,"G",96612,"G",427271,765,"BRUNSWICK","OH","MEDINA"
"44214","BURBANK, OH","G",763,"G",6334,"G",29043,56,"BURBANK","OH","WAYNE"
"44215","CHIPPEWA LAKE, OH","H",95,"G",711,"G",3550,18,"CHIPPEWA LAKE","OH","MEDINA"
"44216","CLINTON, OH","G",722,"G",7291,"G",34451,138,"CLINTON","OH","SUMMIT"
"44217","CRESTON, OH","H",521,"H",4370,"H",21133,54,"CRESTON","OH","WAYNE"
"44221","CUYAHOGA FALLS, OH","G",8505,"G",69817,"G",300889,607,"CUYAHOGA FALLS","OH","SUMMIT"
"44222","CUYAHOGA FALLS, OH","J",117,"J",1580,"J",7051,4,"CUYAHOGA FALLS","OH","SUMMIT"
"44223","CUYAHOGA FALLS, OH","G",10738,"G",132410,"G",519133,463,"CUYAHOGA FALLS","OH","SUMMIT"
"44224","STOW, OH","G",13641,"G",145213,"G",627416,919,"STOW","OH","SUMMIT"
"44230","DOYLESTOWN, OH","G",783,"G",6501,"G",30501,108,"DOYLESTOWN","OH","WAYNE"
"44231","GARRETTSVILLE, OH","G",1199,"G",9747,"G",45443,144,"GARRETTSVILLE","OH","PORTAGE"
"44232","GREEN, OH","J",141,"J",1964,"J",8348,13,"GREEN","OH","SUMMIT"
"44233","HINCKLEY, OH","G",1797,"H",24153,"H",109325,214,"HINCKLEY","OH","MEDINA"
"44234","HIRAM, OH","G",1775,"H",22466,"H",98769,52,"HIRAM","OH","PORTAGE"
"44235","HOMERVILLE, OH","J",22,"G",112,"G",461,10,"HOMERVILLE","OH","MEDINA"
"44236","HUDSON, OH","G",15306,"G",241070,"G",930403,884,"HUDSON","OH","SUMMIT"
"44237","HUDSON, OH","J",1383,"J",21556,"J",78176,8,"HUDSON","OH","SUMMIT"
"44240","KENT, OH","G",12728,"G",143919,"G",612293,841,"KENT","OH","PORTAGE"
"44241","STREETSBORO, OH","G",9825,"G",138064,"G",543919,413,"STREETSBORO","OH","PORTAGE"
"44242","KENT, OH","J",124,"H",672,"J",3012,7,"KENT","OH","PORTAGE"
"44250","LAKEMORE, OH","G",109,"G",785,"G",3356,14,"LAKEMORE","OH","SUMMIT"
"44251","WESTFIELD CENTER, OH","J",2515,"J",88114,"J",232917,12,"WESTFIELD CENTER","OH","MEDINA"
"44253","LITCHFIELD, OH","G",383,"G",3286,"G",15943,74,"LITCHFIELD","OH","MEDINA"
"44254","LODI, OH","G",906,"G",9073,"G",40741,91,"LODI","OH","MEDINA"
"44255","MANTUA, OH","G",1601,"G",17430,"G",79068,166,"MANTUA","OH","PORTAGE"
"44256","MEDINA, OH","G",23061,"G",264150,"G",1127863,1676,"MEDINA","OH","MEDINA"
"44258","MEDINA, OH","J",396,"J",8957,"J",61770,11,"MEDINA","OH","MEDINA"
"44260","MOGADORE, OH","G",3597,"G",44581,"G",190244,215,"MOGADORE","OH","PORTAGE"
"44262","MUNROE FALLS, OH","H",964,"H",12957,"H",59303,98,"MUNROE FALLS","OH","SUMMIT"
"44264","PENINSULA, OH","G",1391,"G",14238,"G",66230,102,"PENINSULA","OH","SUMMIT"
"44265","RANDOLPH, OH","J",833,"J",11934,"J",55846,21,"RANDOLPH","OH","PORTAGE"
"44266","RAVENNA, OH","G",7831,"H",81571,"H",346824,573,"RAVENNA","OH","PORTAGE"
"44270","RITTMAN, OH","G",1628,"G",16494,"G",80508,125,"RITTMAN","OH","WAYNE"
"44272","ROOTSTOWN, OH","G",844,"G",7070,"G",29114,101,"ROOTSTOWN","OH","PORTAGE"
"44273","SEVILLE, OH","H",1706,"G",20916,"G",88600,173,"SEVILLE","OH","MEDINA"
"44274","SHARON CENTER, OH","H",1106,"G",16096,"G",75666,33,"SHARON CENTER","OH","MEDINA"
"44275","SPENCER, OH","H",216,"H",2184,"H",14174,50,"SPENCER","OH","MEDINA"
"44276","STERLING, OH","H",180,"G",1549,"G",7240,40,"STERLING","OH","WAYNE"
"44278","TALLMADGE, OH","G",7165,"G",98272,"G",367513,468,"TALLMADGE","OH","SUMMIT"
"44280","VALLEY CITY, OH","G",3561,"G",49466,"G",256667,210,"VALLEY CITY","OH","MEDINA"
"44281","WADSWORTH, OH","G",10823,"G",118487,"G",484945,687,"WADSWORTH","OH","MEDINA"
"44282","WADSWORTH, OH","G",66,"H",766,"H",3305,11,"WADSWORTH","OH","MEDINA"
"44286","RICHFIELD, OH","G",8161,"G",151165,"G",595180,313,"RICHFIELD","OH","SUMMIT"
"44287","WEST SALEM, OH","G",700,"G",6743,"G",36393,94,"WEST SALEM","OH","WAYNE"
"44288","WINDHAM, OH","H",321,"H",4364,"H",19409,41,"WINDHAM","OH","PORTAGE"
"44301","AKRON, OH","G",2382,"G",35164,"G",145468,188,"AKRON","OH","SUMMIT"
"44302","AKRON, OH","H",760,"H",11908,"H",48330,70,"AKRON","OH","SUMMIT"
"44303","AKRON, OH","H",2683,"H",27564,"H",113732,196,"AKRON","OH","SUMMIT"
"44304","AKRON, OH","J",6893,"H",87810,"H",365665,154,"AKRON","OH","SUMMIT"
"44305","AKRON, OH","G",5417,"G",78835,"G",305591,308,"AKRON","OH","SUMMIT"
"44306","AKRON, OH","G",7247,"G",110896,"G",452643,387,"AKRON","OH","SUMMIT"
"44307","AKRON, OH","H",6619,"J",101769,"J",438932,101,"AKRON","OH","SUMMIT"
"44308","AKRON, OH","G",10723,"G",255376,"G",894386,332,"AKRON","OH","SUMMIT"
"44309","AKRON, OH","H",1351,"H",20413,"H",84586,18,"AKRON","OH","SUMMIT"
"44310","AKRON, OH","G",8389,"G",106479,"G",468368,494,"AKRON","OH","SUMMIT"
"44311","AKRON, OH","G",6625,"G",118842,"G",455264,300,"AKRON","OH","SUMMIT"
"44312","AKRON, OH","G",9030,"G",88193,"G",372139,678,"AKRON","OH","SUMMIT"
"44313","AKRON, OH","G",5557,"H",63958,"H",251706,463,"AKRON","OH","SUMMIT"
"44314","AKRON, OH","G",3212,"G",32019,"G",135553,215,"AKRON","OH","SUMMIT"
"44316","AKRON, OH","J",3793,"J",212259,"J",528138,8,"AKRON","OH","SUMMIT"
"44317","AKRON, OH","J",548,"J",20220,"J",58900,5,"AKRON","OH","SUMMIT"
"44319","AKRON, OH","G",6951,"G",58564,"G",270878,587,"AKRON","OH","SUMMIT"
"44320","AKRON, OH","G",4739,"H",83058,"H",297880,342,"AKRON","OH","SUMMIT"
"44321","AKRON, OH","H",5409,"H",68372,"H",294510,337,"AKRON","OH","SUMMIT"
"44325","AKRON, OH","J",191,"J",1502,"J",7726,12,"AKRON","OH","SUMMIT"
"44333","AKRON, OH","G",25937,"G",365116,"G",1323290,1214,"AKRON","OH","SUMMIT"
"44334","FAIRLAWN, OH","H",25,"G",128,"G",646,8,"FAIRLAWN","OH","SUMMIT"
"44401","BERLIN CENTER, OH","H",185,"H",1057,"G",5503,40,"BERLIN CENTER","OH","MAHONING"
"44402","BRISTOLVILLE, OH","G",182,"H",1511,"G",6735,34,"BRISTOLVILLE","OH","TRUMBULL"
"44403","BROOKFIELD, OH","H",922,"G",10966,"G",51936,80,"BROOKFIELD","OH","TRUMBULL"
"44404","BURGHILL, OH","J",36,"H",239,"H",1021,9,"BURGHILL","OH","TRUMBULL"
"44405","CAMPBELL, OH","G",247,"H",2034,"H",13961,56,"CAMPBELL","OH","MAHONING"
"44406","CANFIELD, OH","G",6342,"G",76204,"G",325800,666,"CANFIELD","OH","MAHONING"
"44408","COLUMBIANA, OH","G",4218,"G",41093,"G",188221,304,"COLUMBIANA","OH","COLUMBIANA"
"44410","CORTLAND, OH","G",2803,"G",24749,"G",102374,295,"CORTLAND","OH","TRUMBULL"
"44411","DEERFIELD, OH","G",148,"H",1301,"H",6053,24,"DEERFIELD","OH","PORTAGE"
"44412","DIAMOND, OH","G",180,"G",1334,"G",6495,37,"DIAMOND","OH","PORTAGE"
"44413","EAST PALESTINE, OH","G",1077,"G",8496,"G",38020,123,"EAST PALESTINE","OH","COLUMBIANA"
"44416","ELLSWORTH, OH","J",19,"H",59,"H",275,4,"ELLSWORTH","OH","MAHONING"
"44417","FARMDALE, OH","H",43,"G",344,"G",1832,20,"FARMDALE","OH","TRUMBULL"
"44418","FOWLER, OH","J",98,"J",730,"H",3277,22,"FOWLER","OH","TRUMBULL"
"44420","GIRARD, OH","G",4747,"G",63407,"G",269778,270,"GIRARD","OH","TRUMBULL"
"44422","GREENFORD, OH","J",54,"J",346,"J",1413,6,"GREENFORD","OH","MAHONING"
"44423","HANOVERTON, OH","J",268,"H",1600,"H",7146,27,"HANOVERTON","OH","COLUMBIANA"
"44424","HARTFORD, OH","H",79,"H",931,"H",3732,6,"HARTFORD","OH","TRUMBULL"
"44425","HUBBARD, OH","G",2898,"G",24943,"G",115491,292,"HUBBARD","OH","TRUMBULL"
"44427","KENSINGTON, OH","J",105,"H",2056,"H",8048,20,"KENSINGTON","OH","COLUMBIANA"
"44428","KINSMAN, OH","G",526,"G",4178,"G",18716,60,"KINSMAN","OH","TRUMBULL"
"44429","LAKE MILTON, OH","G",242,"G",1361,"G",6614,42,"LAKE MILTON","OH","MAHONING"
"44430","LEAVITTSBURG, OH","G",136,"H",1037,"H",5123,25,"LEAVITTSBURG","OH","TRUMBULL"
"44431","LEETONIA, OH","G",713,"G",7995,"G",37130,69,"LEETONIA","OH","COLUMBIANA"
"44432","LISBON, OH","G",2089,"G",17551,"G",82647,181,"LISBON","OH","COLUMBIANA"
"44436","LOWELLVILLE, OH","G",772,"G",7639,"G",42318,66,"LOWELLVILLE","OH","MAHONING"
"44437","MC DONALD, OH","J",212,"H",2212,"H",10960,32,"MC DONALD","OH","TRUMBULL"
"44438","MASURY, OH","G",898,"G",9674,"G",40728,46,"MASURY","OH","TRUMBULL"
"44439","MESOPOTAMIA, OH","J",90,"J",562,"J",2558,3,"MESOPOTAMIA","OH","TRUMBULL"
"44440","MINERAL RIDGE, OH","H",561,"G",4626,"G",21660,68,"MINERAL RIDGE","OH","TRUMBULL"
"44441","NEGLEY, OH","H",111,"H",1236,"H",5039,14,"NEGLEY","OH","COLUMBIANA"
"44442","NEW MIDDLETOWN, OH","J",444,"H",3479,"H",14967,57,"NEW MIDDLETOWN","OH","MAHONING"
"44443","NEW SPRINGFIELD, OH","G",362,"H",4980,"H",19674,48,"NEW SPRINGFIELD","OH","MAHONING"
"44444","NEWTON FALLS, OH","G",1296,"G",10240,"G",46151,136,"NEWTON FALLS","OH","TRUMBULL"
"44445","NEW WATERFORD, OH","G",401,"G",4416,"G",19232,44,"NEW WATERFORD","OH","COLUMBIANA"
"44446","NILES, OH","G",8279,"G",66907,"G",288404,485,"NILES","OH","TRUMBULL"
"44449","NORTH BENTON, OH","J",78,"J",636,"H",2747,11,"NORTH BENTON","OH","PORTAGE"
"44450","NORTH BLOOMFIELD, OH","H",232,"H",1808,"H",7930,23,"NORTH BLOOMFIELD","OH","TRUMBULL"
"44451","NORTH JACKSON, OH","G",5281,"G",57561,"G",252083,139,"NORTH JACKSON","OH","MAHONING"
"44452","NORTH LIMA, OH","G",2298,"G",24105,"G",109294,143,"NORTH LIMA","OH","MAHONING"
"44453","ORANGEVILLE, OH","J",19,"H",50,"G",210,5,"ORANGEVILLE","OH","TRUMBULL"
"44454","PETERSBURG, OH","J",34,"J",254,"J",1227,11,"PETERSBURG","OH","MAHONING"
"44455","ROGERS, OH","J",262,"H",2040,"H",9338,27,"ROGERS","OH","COLUMBIANA"
"44460","SALEM, OH","G",10139,"G",102893,"G",448265,576,"SALEM","OH","COLUMBIANA"
"44470","SOUTHINGTON, OH","H",162,"G",997,"G",4547,38,"SOUTHINGTON","OH","TRUMBULL"
"44471","STRUTHERS, OH","H",1799,"H",17565,"H",75553,131,"STRUTHERS","OH","MAHONING"
"44473","VIENNA, OH","H",1772,"H",18385,"J",86756,90,"VIENNA","OH","TRUMBULL"
"44481","WARREN, OH","G",3917,"G",55974,"G",265971,251,"WARREN","OH","TRUMBULL"
"44482","WARREN, OH","H",267,"G",3809,"G",16291,18,"WARREN","OH","TRUMBULL"
"44483","WARREN, OH","G",11873,"G",137397,"G",565603,550,"WARREN","OH","TRUMBULL"
"44484","WARREN, OH","G",8211,"G",84503,"G",350101,510,"WARREN","OH","TRUMBULL"
"44485","WARREN, OH","G",1487,"G",14090,"G",62369,119,"WARREN","OH","TRUMBULL"
"44490","WASHINGTONVILLE, OH","H",58,"H",482,"G",1925,11,"WASHINGTONVILLE","OH","COLUMBIANA"
"44491","WEST FARMINGTON, OH","G",229,"G",1826,"G",8599,43,"WEST FARMINGTON","OH","TRUMBULL"
"44501","YOUNGSTOWN, OH","J",4217,"J",98374,"J",407931,23,"YOUNGSTOWN","OH","MAHONING"
"44502","YOUNGSTOWN, OH","G",3652,"G",48676,"G",190325,218,"YOUNGSTOWN","OH","MAHONING"
"44503","YOUNGSTOWN, OH","G",2926,"G",30752,"G",126966,177,"YOUNGSTOWN","OH","MAHONING"
"44504","YOUNGSTOWN, OH","H",1490,"G",24016,"G",99937,56,"YOUNGSTOWN","OH","MAHONING"
"44505","YOUNGSTOWN, OH","G",6135,"G",66113,"G",284764,406,"YOUNGSTOWN","OH","MAHONING"
"44506","YOUNGSTOWN, OH","G",293,"G",2872,"G",12873,34,"YOUNGSTOWN","OH","MAHONING"
"44507","YOUNGSTOWN, OH","G",874,"G",8245,"G",33904,74,"YOUNGSTOWN","OH","MAHONING"
"44509","YOUNGSTOWN, OH","G",2657,"G",28927,"G",125989,196,"YOUNGSTOWN","OH","MAHONING"
"44510","YOUNGSTOWN, OH","G",1333,"H",21857,"H",92416,41,"YOUNGSTOWN","OH","MAHONING"
"44511","YOUNGSTOWN, OH","G",1254,"G",8312,"G",39560,140,"YOUNGSTOWN","OH","MAHONING"
"44512","YOUNGSTOWN, OH","G",22647,"G",237091,"G",997227,1380,"YOUNGSTOWN","OH","MAHONING"
"44513","YOUNGSTOWN, OH","H",542,"J",7110,"H",25909,16,"YOUNGSTOWN","OH","MAHONING"
"44514","YOUNGSTOWN, OH","G",6230,"G",48716,"G",217790,518,"YOUNGSTOWN","OH","MAHONING"
"44515","YOUNGSTOWN, OH","G",10797,"G",97243,"G",416386,630,"YOUNGSTOWN","OH","MAHONING"
"44555","YOUNGSTOWN, OH","J",141,"J",588,"J",2411,11,"YOUNGSTOWN","OH","MAHONING"
"44601","ALLIANCE, OH","G",11922,"G",112931,"G",480659,645,"ALLIANCE","OH","STARK"
"44606","APPLE CREEK, OH","H",1898,"G",18134,"G",90980,185,"APPLE CREEK","OH","WAYNE"
"44608","BEACH CITY, OH","G",427,"G",5984,"G",21623,48,"BEACH CITY","OH","STARK"
"44609","BELOIT, OH","H",343,"H",2783,"H",13731,58,"BELOIT","OH","MAHONING"
"44610","BERLIN, OH","G",1197,"G",10083,"G",43449,68,"BERLIN","OH","HOLMES"
"44611","BIG PRAIRIE, OH","G",116,"H",1190,"G",4994,16,"BIG PRAIRIE","OH","HOLMES"
"44612","BOLIVAR, OH","G",1385,"G",13894,"G",62636,97,"BOLIVAR","OH","TUSCARAWAS"
"44613","BREWSTER, OH","H",496,"H",4692,"H",23264,21,"BREWSTER","OH","STARK"
"44614","CANAL FULTON, OH","G",2637,"H",23948,"H",105355,237,"CANAL FULTON","OH","STARK"
"44615","CARROLLTON, OH","G",2535,"G",24306,"G",100891,221,"CARROLLTON","OH","CARROLL"
"44617","CHARM, OH","J",342,"J",5515,"J",18976,6,"CHARM","OH","HOLMES"
"44618","DALTON, OH","H",1483,"H",14045,"H",62888,133,"DALTON","OH","WAYNE"
"44619","DAMASCUS, OH","G",77,"G",673,"G",2986,12,"DAMASCUS","OH","MAHONING"
"44620","DELLROY, OH","J",51,"H",396,"H",1769,15,"DELLROY","OH","CARROLL"
"44621","DENNISON, OH","H",633,"J",7606,"J",33612,59,"DENNISON","OH","TUSCARAWAS"
"44622","DOVER, OH","G",9234,"H",117029,"H",507458,493,"DOVER","OH","TUSCARAWAS"
"44624","DUNDEE, OH","G",1598,"G",16207,"G",83176,162,"DUNDEE","OH","TUSCARAWAS"
"44625","EAST ROCHESTER, OH","G",117,"H",669,"G",3354,15,"EAST ROCHESTER","OH","COLUMBIANA"
"44626","EAST SPARTA, OH","H",360,"J",3660,"J",18310,36,"EAST SPARTA","OH","STARK"
"44627","FREDERICKSBURG, OH","G",1469,"G",13307,"G",68145,191,"FREDERICKSBURG","OH","WAYNE"
"44628","GLENMONT, OH","G",123,"G",808,"G",4205,16,"GLENMONT","OH","HOLMES"
"44629","GNADENHUTTEN, OH","G",350,"G",3335,"G",18927,39,"GNADENHUTTEN","OH","TUSCARAWAS"
"44630","GREENTOWN, OH","J",74,"J",843,"J",4299,9,"GREENTOWN","OH","STARK"
"44632","HARTVILLE, OH","H",4422,"H",35644,"H",162880,336,"HARTVILLE","OH","STARK"
"44633","HOLMESVILLE, OH","H",806,"H",8237,"H",41366,82,"HOLMESVILLE","OH","HOLMES"
"44634","HOMEWORTH, OH","H",150,"H",1172,"H",5441,28,"HOMEWORTH","OH","COLUMBIANA"
"44636","KIDRON, OH","H",662,"G",5734,"G",25170,37,"KIDRON","OH","WAYNE"
"44637","KILLBUCK, OH","H",374,"H",4099,"H",17381,31,"KILLBUCK","OH","HOLMES"
"44638","LAKEVILLE, OH","H",198,"J",1305,"H",6132,23,"LAKEVILLE","OH","HOLMES"
"44641","LOUISVILLE, OH","G",4665,"G",48893,"G",196661,304,"LOUISVILLE","OH","STARK"
"44643","MAGNOLIA, OH","G",538,"H",4468,"H",22249,50,"MAGNOLIA","OH","STARK"
"44644","MALVERN, OH","H",769,"H",8729,"H",38603,79,"MALVERN","OH","CARROLL"
"44645","MARSHALLVILLE, OH","G",155,"G",1192,"G",5915,30,"MARSHALLVILLE","OH","WAYNE"
"44646","MASSILLON, OH","G",15396,"G",168092,"G",738491,789,"MASSILLON","OH","STARK"
"44647","MASSILLON, OH","G",4248,"G",38500,"G",170683,266,"MASSILLON","OH","STARK"
"44648","MASSILLON, OH","J",577,"J",7336,"J",34803,4,"MASSILLON","OH","STARK"
"44650","MAXIMO, OH","G",10,"J",51,"J",325,3,"MAXIMO","OH","STARK"
"44651","MECHANICSTOWN, OH","H",24,"J",200,"J",611,8,"MECHANICSTOWN","OH","CARROLL"
"44652","MIDDLEBRANCH, OH","G",59,"G",474,"H",2636,5,"MIDDLEBRANCH","OH","STARK"
"44653","MIDVALE, OH","G",166,"G",2282,"G",9179,14,"MIDVALE","OH","TUSCARAWAS"
"44654","MILLERSBURG, OH","G",9552,"G",100214,"G",436975,733,"MILLERSBURG","OH","HOLMES"
"44656","MINERAL CITY, OH","H",154,"H",1228,"J",6221,32,"MINERAL CITY","OH","TUSCARAWAS"
"44657","MINERVA, OH","G",3377,"G",36721,"G",153333,203,"MINERVA","OH","STARK"
"44659","MOUNT EATON, OH","H",430,"H",3969,"H",18814,22,"MOUNT EATON","OH","WAYNE"
"44660","MOUNT HOPE, OH","J",1329,"J",14410,"J",67686,15,"MOUNT HOPE","OH","HOLMES"
"44662","NAVARRE, OH","G",1801,"G",17349,"G",71399,118,"NAVARRE","OH","STARK"
"44663","NEW PHILADELPHIA, OH","G",9181,"G",85902,"G",385262,643,"NEW PHILADELPHIA","OH","TUSCARAWAS"
"44665","NORTH GEORGETOWN, OH","G",9,"J",42,"H",219,5,"NORTH GEORGETOWN","OH","COLUMBIANA"
"44666","NORTH LAWRENCE, OH","G",287,"G",2608,"H",13543,52,"NORTH LAWRENCE","OH","STARK"
"44667","ORRVILLE, OH","G",7498,"G",105787,"G",466763,339,"ORRVILLE","OH","WAYNE"
"44669","PARIS, OH","J",204,"H",1941,"H",9719,23,"PARIS","OH","STARK"
"44670","ROBERTSVILLE, OH","J",18,"H",92,"H",376,6,"ROBERTSVILLE","OH","STARK"
"44671","SANDYVILLE, OH","J",11,"G",16,"G",71,4,"SANDYVILLE","OH","TUSCARAWAS"
"44672","SEBRING, OH","G",1358,"G",13454,"G",60190,65,"SEBRING","OH","MAHONING"
"44675","SHERRODSVILLE, OH","G",300,"G",2830,"G",12898,26,"SHERRODSVILLE","OH","CARROLL"
"44676","SHREVE, OH","H",755,"H",6842,"H",33339,70,"SHREVE","OH","WAYNE"
"44677","SMITHVILLE, OH","G",513,"G",4101,"G",20728,58,"SMITHVILLE","OH","WAYNE"
"44680","STRASBURG, OH","H",1493,"H",18038,"H",85676,100,"STRASBURG","OH","TUSCARAWAS"
"44681","SUGARCREEK, OH","G",4698,"H",53417,"H",262806,287,"SUGARCREEK","OH","TUSCARAWAS"
"44682","TUSCARAWAS, OH","H",38,"H",159,"G",757,12,"TUSCARAWAS","OH","TUSCARAWAS"
"44683","UHRICHSVILLE, OH","H",2121,"H",20051,"H",88544,131,"UHRICHSVILLE","OH","TUSCARAWAS"
"44685","UNIONTOWN, OH","G",8712,"G",106530,"G",469449,585,"UNIONTOWN","OH","STARK"
"44687","WALNUT CREEK, OH","G",585,"G",4117,"G",18574,24,"WALNUT CREEK","OH","HOLMES"
"44688","WAYNESBURG, OH","G",645,"H",6609,"H",28560,62,"WAYNESBURG","OH","STARK"
"44689","WILMOT, OH","H",230,"H",1559,"H",7086,28,"WILMOT","OH","STARK"
"44690","WINESBURG, OH","H",759,"G",8440,"H",34938,23,"WINESBURG","OH","HOLMES"
"44691","WOOSTER, OH","G",23991,"G",269309,"G",1122357,1150,"WOOSTER","OH","WAYNE"
"44695","BOWERSTON, OH","G",230,"H",2454,"G",10922,16,"BOWERSTON","OH","HARRISON"
"44697","ZOAR, OH","J",25,"H",241,"H",1030,6,"ZOAR","OH","TUSCARAWAS"
"44699","TIPPECANOE, OH","J",25,"J",80,"J",469,8,"TIPPECANOE","OH","HARRISON"
"44701","CANTON, OH","H",97,"J",1848,"J",7703,9,"CANTON","OH","STARK"
"44702","CANTON, OH","G",3475,"G",42781,"G",171870,251,"CANTON","OH","STARK"
"44703","CANTON, OH","G",884,"H",7351,"H",34957,72,"CANTON","OH","STARK"
"44704","CANTON, OH","G",916,"H",11860,"H",46804,43,"CANTON","OH","STARK"
"44705","CANTON, OH","G",4083,"G",42202,"G",175006,234,"CANTON","OH","STARK"
"44706","CANTON, OH","G",9701,"G",174789,"G",695514,367,"CANTON","OH","STARK"
"44707","CANTON, OH","G",4363,"G",56285,"G",242077,248,"CANTON","OH","STARK"
"44708","CANTON, OH","H",9604,"H",94974,"H",408320,554,"CANTON","OH","STARK"
"44709","CANTON, OH","G",4064,"G",26574,"G",118011,319,"CANTON","OH","STARK"
"44710","CANTON, OH","H",7073,"H",104637,"H",456774,102,"CANTON","OH","STARK"
"44711","CANTON, OH","G",23,"G",244,"G",978,6,"CANTON","OH","STARK"
"44714","CANTON, OH","G",1062,"G",7478,"G",34464,123,"CANTON","OH","STARK"
"44718","CANTON, OH","G",16314,"G",194529,"G",780230,1008,"CANTON","OH","STARK"
"44720","NORTH CANTON, OH","G",26170,"G",309795,"G",1262980,1338,"NORTH CANTON","OH","STARK"
"44721","CANTON, OH","G",2099,"H",15349,"G",76436,226,"CANTON","OH","STARK"
"44730","EAST CANTON, OH","G",838,"G",9427,"G",46419,91,"EAST CANTON","OH","STARK"
"44735","CANTON, OH","J",186,"J",3214,"J",26408,14,"CANTON","OH","STARK"
"44802","ALVADA, OH","G",218,"H",2762,"H",12630,24,"ALVADA","OH","SENECA"
"44804","ARCADIA, OH","H",140,"J",1740,"J",7953,19,"ARCADIA","OH","HANCOCK"
"44805","ASHLAND, OH","G",15020,"H",167307,"G",639275,713,"ASHLAND","OH","ASHLAND"
"44807","ATTICA, OH","G",309,"G",4882,"G",17986,41,"ATTICA","OH","SENECA"
"44809","BASCOM, OH","G",57,"H",478,"H",2180,16,"BASCOM","OH","SENECA"
"44811","BELLEVUE, OH","G",4287,"G",45859,"G",201455,264,"BELLEVUE","OH","HURON"
"44813","BELLVILLE, OH","G",1299,"G",8775,"G",41983,136,"BELLVILLE","OH","RICHLAND"
"44814","BERLIN HEIGHTS, OH","H",281,"G",2410,"G",10926,37,"BERLIN HEIGHTS","OH","ERIE"
"44815","BETTSVILLE, OH","H",112,"J",1493,"H",6026,12,"BETTSVILLE","OH","SENECA"
"44816","BIRMINGHAM, OH","J",345,"J",7286,"J",30436,5,"BIRMINGHAM","OH","ERIE"
"44817","BLOOMDALE, OH","J",18,"H",130,"G",459,10,"BLOOMDALE","OH","WOOD"
"44818","BLOOMVILLE, OH","H",123,"G",1034,"G",4960,31,"BLOOMVILLE","OH","SENECA"
"44820","BUCYRUS, OH","G",5603,"G",52282,"G",221245,348,"BUCYRUS","OH","CRAWFORD"
"44822","BUTLER, OH","H",188,"H",1170,"H",5627,47,"BUTLER","OH","RICHLAND"
"44824","CASTALIA, OH","G",531,"G",5009,"G",25171,50,"CASTALIA","OH","ERIE"
"44826","COLLINS, OH","J",68,"H",611,"J",5012,22,"COLLINS","OH","HURON"
"44827","CRESTLINE, OH","G",975,"H",7837,"H",34950,114,"CRESTLINE","OH","CRAWFORD"
"44828","FLAT ROCK, OH","H",81,"H",833,"H",3713,5,"FLAT ROCK","OH","SENECA"
